source,price,title,details,location,url,beds,sqft
craigslist,2800.0,LARGE 2bed/1Bath ^^Amazing Finishes^Top Notch^Duplex,"$2,800

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-large-2bed-1bath-amazing/7907376349.html,,
craigslist,3500.0,LARGE 3bed/1Bath ^^Amazing Finishes^Top Notch^,"$3,500

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-large-3bed-1bath-amazing/7907376249.html,,
craigslist,1200.0,ROOMS 4 RENT!LARGE 2bed/1Bath ^^Amazing Finishes^Top Notch^Duplex,"$1,200

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentlarge-2bed-1bath/7907376149.html,,
craigslist,3599.0,GORGEOUS 3 BED 2 BATH ON E 2nd ST NEAR CENTRAL PARK South,"$3,599

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-bath-on-2nd-st/7907376046.html,,
craigslist,1999.0,ROOMS 4 RENT!GORGEOUS 4 BED 2 BATH ON E 2nd ST In Midtown East,"$1,999

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentgorgeous-bed-bath-on/7907375965.html,,
craigslist,1200.0,ROOMS 4 RENT!Luxurious 3 BED•1 BATH•LAUNDRY•Top Notch living!,"$1,200

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentluxurious-bed1/7907375900.html,,
craigslist,4400.0,Luxurious 3 BED•1 BATH•LAUNDRY•Top Notch living!Call/Text/Email!,"$4,400

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-luxurious-bed1-bathlaundrytop/7907375787.html,,
craigslist,1050.0,Rooms 4 Rent! Phenomenal3 Bed On West 141st ^ Near 8th ave,"$1,050

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-phenomenal3-bed-on/7907375695.html,,
craigslist,2799.0,Phenomenal 3 Bed On West 141st ^ Near 8th ave• Call/Text-Now!,"$2,799

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-on-west-141st/7907375611.html,,
craigslist,1100.0,ROOMS 4 RENT !3 BED• 2 BATH•LAUNDRY IN UNIT•NEAR COLUMBIA•,"$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-bed-bathlaundry-in/7907375546.html,,
craigslist,1299.0,**ROOMS 4 RENT** GORGEOUS 3 BED ON W 111TH ST NEAR CENTRAL PARK NORTH!,"$1,299

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-gorgeous-bed-on/7907375448.html,,
craigslist,3999.0,GORGEOUS 4 BED ON W 111TH ST NEAR CENTRAL PARK NORTH! No living Room,"$3,999

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-on-111th-st-near/7907375337.html,,
craigslist,3399.0,Fully Furnished 3 BED ON W 111TH ST NEAR CENTRAL PARK NORTH!,"$3,399

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-fully-furnished-bed-on-111th/7907375246.html,,
craigslist,1100.0,ROOMS 4 RENT!Very Large and Accommodating 3bed Near Central Park North,"$1,100

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentvery-large-and/7907375167.html,,
craigslist,3499.0,Magnificent 2 Bedroom 1 Bath! Washer dryer!! Near Colombia University!,"$3,499

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-magnificent-bedroom-bath/7907374893.html,,
craigslist,1250.0,ROOMS 4 RENT!Magnificent 4 Bedroom! !! Near Colombia University!,"$1,250

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentmagnificent-bedroom/7907374805.html,,
craigslist,5900.0,Large 4 BED•1.5 BATH Duplex•LAUNDRY•Top Notch living!Call/Text/Email!,"$5,900

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-large-bed15-bath/7907374654.html,,
craigslist,1200.0,ROOMS 4 RENT!Large 4 BED•1.5 BATH Duplex•LAUNDRY•!Call/Text/Email!,"$1,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentlarge-bed15-bath/7907374570.html,,
craigslist,2400.0,Lovely Studio ^Laundry ^Midtown West^Video Available,"$2,400

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-lovely-studio-laundry-midtown/7907374444.html,,
craigslist,2499.0,Magnificent 1 Bedroom! Washer dryer!! Modern 1 Living!,"$2,499

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-magnificent-bedroom-washer/7907374339.html,,
craigslist,3200.0,Gorgeous Studio On East 80th st Laundry in Unit!Call or Text Asap!,"$3,200

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-studio-on-east-80th/7907374254.html,,
craigslist,1100.0,ROOMS 4 RENT !3 BED• 2 BATH•LAUNDRY IN UNIT•NEAR COLUMBIA•,"$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-bed-bathlaundry-in/7907374160.html,,
craigslist,2499.0,Magnificent 1 Bedroom! Washer dryer!! Modern 1 Living!,"$2,499

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-magnificent-bedroom-washer/7907374058.html,,
craigslist,4600.0,Gorgeous 2 bed On East 80th st Laundry in Unit!Call or Text Asap!,"$4,600

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-on-east-80th-st/7907373969.html,,
craigslist,1100.0,ROOMS 4 RENT !3 BED• 2 BATH•LAUNDRY IN UNIT•NEAR COLUMBIA•,"$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-bed-bathlaundry-in/7907373861.html,,
craigslist,3999.0,GORGEOUS 4 BED ON W 111TH ST NEAR CENTRAL PARK NORTH! No living Room,"$3,999

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-on-111th-st-near/7907373749.html,,
craigslist,3399.0,Fully Furnished 3 BED ON W 111TH ST NEAR CENTRAL PARK NORTH!,"$3,399

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-fully-furnished-bed-on-111th/7907373677.html,,
craigslist,2800.0,LARGE 2bed/1Bath ^^Amazing Finishes^Top Notch^Duplex,"$2,800

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-large-2bed-1bath-amazing/7907373575.html,,
craigslist,3500.0,LARGE 3bed/1Bath ^^Amazing Finishes^Top Notch^,"$3,500

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-large-3bed-1bath-amazing/7907373483.html,,
craigslist,1100.0,ROOMS 4 RENT!Very Large and Accommodating 3bed Near Central Park North,"$1,100

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentvery-large-and/7907373367.html,,
craigslist,1200.0,ROOMS 4 RENT!LARGE 2bed/1Bath ^^Amazing Finishes^Top Notch^Duplex,"$1,200

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentlarge-2bed-1bath/7907373183.html,,
craigslist,5650.0,Charming Three-bedroom 2 Bathroom is one block from Central Park West!,"$5,650

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-charming-three-bedroom/7907373071.html,,
craigslist,1800.0,ROOMS 4 RENT!Charming Three-bedroom 2Bathroom !Near Central Park West!,"$1,800

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentcharming-three/7907372970.html,,
craigslist,3400.0,Phenomenal 1 Bed  On West 53rd st^ Great Deal!!,"$3,400

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-on-west-53rd-st/7907372889.html,,
craigslist,4400.0,GORGEOUS 2 BED 1 BATH ON W 52nd ST ! Hells Kitchen,"$4,400

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-bath-on-52nd-st/7907372794.html,,
craigslist,3695.0,Phenomenal 1 Bed On The West Side  ^ Near 10th ave^Balcony,"$3,695

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-on-the-west/7907372661.html,,
craigslist,4400.0,Phenomenal 2 Bed On The West Side  ^ Near 10th ave^Balcony,"$4,400

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-on-the-west/7907372540.html,,
craigslist,3800.0,Stunning 1 Bed MIDTOWN. Laundry in Unit!Call or Text Or Email!,"$3,800

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/brooklyn-stunning-bed-midtown-laundry/7907372417.html,,
craigslist,5900.0,Stunning 2 Bed  2 Bath Murray Hill Apt. Call/Text! Midtown Living!,"$5,900

                        Murray Hill",Murray Hill,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-bed-bath-murray-hill/7907372322.html,,
craigslist,4900.0,Special Deal on 2 BED•2 BATH•Top Notch living!Laundry!Call/Text!,"$4,900

                        Murray Hill",Murray Hill,https://newyork.craigslist.org/mnh/apa/d/new-york-special-deal-on-bed2-bathtop/7907372209.html,,
craigslist,5900.0,Stunning 2 Bed Nolita Apt. Call or Text Or Email! Luxury Living!,"$5,900

                        Nolita / Bowery",Nolita / Bowery,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-bed-nolita-apt-call/7907372003.html,,
craigslist,3400.0,Stunning Studio Apt Nolita Apt. Call or Text Or Email! Luxury Living!,"$3,400

                        Nolita / Bowery",Nolita / Bowery,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-studio-apt-nolita-apt/7907371881.html,,
craigslist,3725.0,LIVE IN THE HEART OF MANHATTAN'S FINANCIAL DISTRICT!,"$3,725

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-live-in-the-heart-of/7907364687.html,,
craigslist,2900.0,Spacious Queen Bedroom | East 78th St & 2nd Ave | Prime Upper East Side,"$2,900

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-queen-bedroom-east/7908744926.html,,
craigslist,2750.0,"Prime location in Midtown East, Manhattan for rent- No broker fee","$2,750

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/new-york-prime-location-in-midtown-east/7908744347.html,,
craigslist,2331.0,Duplex 2bedroom/2-bath on the Upper West Side...!!,"$2,331

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york-duplex-2bedroom-bath-on-the/7908721505.html,,
craigslist,1728.0,Studio Apartment Sublet (Urgent),"$1,728

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-apartment-sublet-urgent/7908718288.html,,
craigslist,4995.0,"Water Views, Convertible 3 Bedroom","$4,995

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-water-views-convertible-bedroom/7908715996.html,,
craigslist,4995.0,Large Convertible 3 Bedroom,"$4,995

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-large-convertible-bedroom/7908715876.html,,
craigslist,3000.0,_____24/7 DOORMAN______11 FT CEILIINGS___,"$3,000

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-24-doorman11-ft-ceiliings/7908715524.html,,
craigslist,3595.0,Large Convertible 2 Bedroom,"$3,595

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-large-convertible-bedroom/7908714882.html,,
craigslist,3595.0,"Sunny, Windows in Both Rooms","$3,595

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-windows-in-both-rooms/7908714762.html,,
craigslist,2900.0,"High Floor, 2 Months Free","$2,900

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-high-floor-months-free/7908714652.html,,
craigslist,2900.0,"Mini Loft, High Ceilings, Sunny","$2,900

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-mini-loft-high-ceilings-sunny/7908714381.html,,
craigslist,1595.0,renovated one bedroom,"$1,595

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york-renovated-one-bedroom/7908714225.html,,
craigslist,1900.0,Charming & Bright 1BR Apartment in East Harlem,"$1,900

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york-charming-bright-1br-apartment/7908711630.html,,
craigslist,6295.0,No Fee 2 Bed 2 bath  ave A  13 street prime EV spacious 929 724 - 0948,"$6,295

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-bed-bath-ave-13-street/7908703643.html,,
craigslist,1400.0,Petite room shared bath Hells kitchen  1400 utilities inc  9297240948,"$1,400

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-petite-room-shared-bath-hells/7908702890.html,,
craigslist,3999.0,No Fee 1 Bed 1 ba Prime East  village  with roofdeck 929 724 - 0948,"$3,999

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-bed-ba-prime-east/7908702646.html,,
craigslist,2800.0,real 1 bed/bright winged two bedroom apartment amazing view,"$2,800

                        Chinatown / Lit Italy",Chinatown / Lit Italy,https://newyork.craigslist.org/mnh/apa/d/new-york-real-bed-bright-winged-two/7908700667.html,,
craigslist,4800.0,"Create Your Sanctuary in a Stylish, Light-Filled Living Space","$4,800

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-create-your-sanctuary-in/7908700037.html,,
craigslist,3400.0,"Live in the Light, A Spacious Apartment with Premium Touches","$3,400

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-live-in-the-light-spacious/7908690424.html,,
craigslist,6650.0,"The rare mix of bright, peaceful, and actually well-laid-out.","$6,650

                        Murray Hill",Murray Hill,https://newyork.craigslist.org/mnh/apa/d/new-york-the-rare-mix-of-bright/7908686362.html,,
craigslist,4950.0,Chic Urban Retreat with Expansive Views and Unmatched Amenities,"$4,950

                        Murray Hill",Murray Hill,https://newyork.craigslist.org/mnh/apa/d/new-york-chic-urban-retreat-with/7908685549.html,,
craigslist,5200.0,The kind of place that makes you want to stay in instead of go out.,"$5,200

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-the-kind-of-place-that-makes/7908684932.html,,
craigslist,5100.0,"MASSIVE TRUE 2 Bed, 1 Bath. Modern. Bright. ALL Utilities INCLUDED!","$5,100

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-true-bed-bath-modern/7908683528.html,,
craigslist,3995.0,Modern East Village 1-Bedroom with In-Unit Laundry ? No Fee,"$3,995

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-modern-east-village-bedroom/7908683029.html,,
craigslist,2000.0,Off-market studio start from $2000 1br $2200 2br $2800 3br $3500......,"$2,000

                        Chinatown/Lower East Side",Chinatown/Lower East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-off-market-studio-start-from/7908683093.html,,
craigslist,3000.0,"Live Brightly in a Stunning, Spacious Apartment","$3,000

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-live-brightly-in-stunning/7908681928.html,,
